Posted On,BHK,Size,Bathroom,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Floor Level,Total Floors,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family
2022-07-07,4,2000.0,3,True,False,2,4.0,True,False,False,True,False,False,False,True,False
2022-07-07,2,1200.0,2,True,False,2,3.0,True,False,False,False,False,False,False,False,True
2022-05-20,1,700.0,1,True,False,1,2.0,False,True,True,False,False,False,False,True,False
2022-05-23,2,1450.0,2,True,False,0,2.0,True,False,False,False,False,False,False,True,False
2022-07-09,2,800.0,2,True,False,14,18.0,True,False,False,False,False,False,True,False,True
2022-06-06,1,600.0,2,False,False,3,7.0,True,False,False,False,False,False,True,False,True
2022-06-19,1,250.0,1,False,True,0,2.0,True,False,False,False,False,True,False,True,False
2022-05-27,2,700.0,2,False,True,2,3.0,False,True,False,False,True,False,False,True,False
2022-07-08,2,950.0,2,True,False,1,2.0,True,False,True,False,False,False,False,True,False
2022-05-12,2,450.0,1,True,False,2,4.0,True,False,False,True,False,False,False,True,False
2022-07-06,2,753.0,2,False,True,11,31.0,True,False,False,False,False,False,True,True,False
2022-05-25,2,960.0,2,True,False,2,4.0,False,True,True,False,False,False,False,True,False
2022-06-25,2,853.0,2,True,False,4,5.0,False,True,False,False,True,False,False,True,False
2022-07-08,3,1500.0,3,True,False,4,6.0,False,True,False,False,True,False,False,True,False
2022-07-06,2,1200.0,3,True,False,36,45.0,True,False,False,False,False,False,True,True,False
2022-06-06,1,600.0,1,False,False,3,3.0,False,True,False,False,False,False,False,True,False
2022-07-06,2,700.0,2,False,False,10,11.0,True,False,False,False,False,False,True,True,False
2022-06-13,5,3200.0,5,True,False,10,16.0,True,False,False,False,False,False,True,True,False
2022-06-02,1,600.0,1,False,True,0,2.0,False,True,True,False,False,False,False,True,False
2022-05-06,3,1700.0,3,True,False,7,17.0,False,True,False,False,True,False,False,True,False
2022-06-20,2,600.0,2,False,True,1,4.0,False,True,False,False,False,False,False,True,False
2022-06-29,1,550.0,1,False,True,1,1.0,True,False,True,False,False,False,False,True,False
2022-07-10,3,1750.0,3,True,False,3,5.0,True,False,False,False,True,False,False,True,False
2022-06-20,2,900.0,2,False,False,0,3.0,False,True,False,False,False,False,False,True,False
2022-07-06,2,650.0,2,True,False,10,18.0,True,False,False,False,False,False,True,True,False
2022-07-08,2,550.0,1,False,True,4,4.0,True,False,False,False,True,False,False,False,False
2022-06-02,3,1742.0,3,True,False,23,35.0,False,True,False,False,True,False,False,False,True
2022-06-21,6,1000.0,2,True,False,1,1.0,False,True,False,False,False,True,False,True,False
2022-06-12,3,1250.0,3,False,False,6,18.0,True,False,False,False,False,False,True,True,False
2022-05-12,2,1100.0,2,True,False,2,5.0,True,False,False,False,False,False,False,True,False
2022-07-02,2,650.0,1,False,True,1,2.0,True,False,False,False,False,True,False,False,True
2022-07-10,2,1200.0,2,True,False,2,2.0,True,False,True,False,False,False,False,True,False
2022-05-12,1,450.0,1,False,True,0,3.0,False,True,False,False,True,False,False,True,False
2022-07-10,2,1300.0,2,True,False,3,5.0,True,False,False,False,True,False,False,True,False
2022-06-16,1,300.0,1,False,True,0,2.0,True,False,False,False,False,False,False,True,False
2022-07-09,3,1800.0,3,False,True,10,16.0,False,True,False,False,False,False,True,True,False
2022-06-16,1,600.0,1,True,False,3,3.0,False,True,False,False,False,False,False,False,False
2022-05-15,3,1800.0,3,True,False,0,2.0,True,False,True,False,False,False,False,False,True
2022-06-30,2,1250.0,2,True,False,2,4.0,True,False,False,False,True,False,False,True,False
2022-04-29,1,400.0,1,False,True,-2,7.0,True,False,False,False,False,False,True,True,False
2022-06-27,2,1300.0,2,False,True,3,3.0,False,True,False,False,True,False,False,True,False
2022-05-05,3,110.0,2,False,True,1,5.0,False,True,False,True,False,False,False,True,False
2022-05-27,1,500.0,2,True,False,1,8.0,False,True,False,False,False,False,True,True,False
2022-07-10,3,1700.0,3,False,False,4,16.0,True,False,True,False,False,False,False,True,False
2022-05-12,2,800.0,2,True,False,2,4.0,False,True,False,False,True,False,False,True,False
2022-05-12,3,1000.0,3,False,True,2,6.0,False,True,False,False,True,False,False,True,False
2022-07-06,3,1150.0,2,False,True,1,2.0,True,False,False,False,False,True,False,True,False
2022-06-14,2,680.0,2,True,False,4,7.0,True,False,False,False,False,False,True,True,False
2022-06-02,1,500.0,1,False,True,2,3.0,True,False,False,False,False,False,True,False,False
2022-05-06,2,1200.0,2,False,True,2,3.0,False,True,False,False,True,False,False,False,False
2022-05-12,2,1100.0,2,False,True,5,6.0,False,True,False,False,True,False,False,True,False
2022-05-05,3,75.0,1,False,True,4,5.0,False,True,False,True,False,False,False,True,False
2022-06-14,3,1200.0,3,True,False,1,3.0,True,False,True,False,False,False,False,False,False
2022-05-16,2,200.0,1,True,False,0,2.0,True,False,False,False,False,False,False,True,False
2022-05-18,3,1250.0,3,False,True,1,4.0,True,False,False,True,False,False,False,True,False
2022-07-09,3,1400.0,3,False,False,22,30.0,True,False,False,False,False,False,True,True,False
2022-05-20,1,550.0,1,False,True,0,2.0,True,False,True,False,False,False,False,True,False
2022-05-19,3,1500.0,3,True,False,7,12.0,True,False,False,False,False,False,True,False,False
2022-05-05,3,800.0,2,False,True,1,4.0,False,True,False,True,False,False,False,True,False
2022-05-10,2,60.0,1,False,True,2,2.0,False,True,False,True,False,False,False,True,False
2022-04-29,1,525.0,1,False,True,2,8.0,False,True,False,False,False,False,True,True,False
2022-06-11,3,1132.0,2,True,False,10,16.0,False,True,True,False,False,False,False,True,False
2022-06-15,1,434.0,1,False,True,0,3.0,False,True,True,False,False,False,False,True,False
2022-05-10,2,830.0,2,True,False,13,14.0,False,True,False,False,False,False,True,True,False
2022-06-10,2,800.0,2,False,True,0,1.0,False,True,True,False,False,False,False,True,False
2022-05-14,1,550.0,2,False,False,4,7.0,True,False,False,False,False,False,True,False,True
2022-07-07,2,630.0,2,True,False,8,12.0,True,False,False,False,False,False,True,False,True
2022-07-07,1,300.0,1,True,False,3,3.0,False,True,False,False,False,False,False,True,False
2022-05-23,2,700.0,2,True,False,1,5.0,False,True,False,False,False,False,False,True,False
2022-06-17,2,800.0,2,True,False,0,3.0,False,True,False,False,False,True,False,True,False
2022-06-14,2,400.0,2,False,True,2,3.0,True,False,False,False,False,True,False,False,False
2022-06-15,2,700.0,1,False,True,1,2.0,False,True,False,True,False,False,False,True,False
2022-05-19,2,630.0,1,True,False,8,13.0,True,False,False,False,False,False,True,True,False
2022-06-22,2,700.0,2,True,False,3,3.0,True,False,False,True,False,False,False,False,False
2022-06-30,1,390.0,1,False,True,3,4.0,True,False,False,False,False,False,True,True,False
2022-05-29,2,950.0,2,True,False,1,2.0,False,True,True,False,False,False,False,True,False
2022-07-10,3,1484.0,3,True,False,9,12.0,True,False,True,False,False,False,False,True,False
2022-07-04,2,700.0,2,True,False,1,4.0,False,True,False,False,False,False,False,True,False
2022-07-10,4,2880.0,3,True,False,9,19.0,False,True,True,False,False,False,False,False,False
2022-06-04,2,600.0,2,False,False,4,8.0,True,False,False,False,False,False,True,False,True
2022-06-10,3,1500.0,2,True,False,11,19.0,False,True,False,False,False,True,False,True,False
2022-06-02,2,1110.0,2,True,False,2,5.0,True,False,False,False,True,False,False,True,False
2022-06-29,2,950.0,1,False,True,2,4.0,True,False,False,True,False,False,False,False,False
2022-06-23,3,850.0,3,False,True,8,14.0,True,False,False,False,False,False,True,False,True
2022-06-15,1,700.0,1,False,True,0,2.0,True,False,False,False,False,True,False,True,False
2022-07-09,4,1937.0,5,True,False,20,30.0,True,False,False,False,False,False,True,True,False
2022-07-09,2,630.0,2,True,False,2,5.0,True,False,False,False,False,False,False,True,False
2022-07-06,1,480.0,2,True,False,1,7.0,True,False,False,False,False,False,True,False,True
2022-06-24,2,800.0,2,True,False,1,3.0,False,True,False,True,False,False,False,True,False
2022-05-27,2,750.0,2,True,False,12,18.0,True,False,False,False,False,False,True,True,False
2022-06-14,3,890.0,2,False,False,4,27.0,True,False,False,False,False,False,True,True,False
2022-05-14,2,750.0,2,False,False,5,18.0,True,False,False,False,False,False,True,True,False
2022-07-02,1,400.0,1,False,True,0,1.0,True,False,True,False,False,False,False,True,False
2022-05-05,3,1107.0,2,True,False,4,4.0,True,False,True,False,False,False,False,True,False
2022-05-16,2,600.0,2,False,True,2,4.0,True,False,False,False,False,False,True,True,False
2022-05-10,3,1175.0,2,False,False,3,4.0,True,False,True,False,False,False,False,False,False
2022-06-04,2,1100.0,2,False,True,3,3.0,True,False,False,True,False,False,False,False,False
2022-05-17,3,890.0,2,False,False,20,27.0,True,False,False,False,False,False,True,False,True
2022-06-20,1,500.0,1,False,False,5,7.0,True,False,False,False,False,False,True,True,False
2022-06-27,1,410.0,1,True,False,4,8.0,True,False,False,False,False,False,True,False,False
2022-05-13,2,750.0,2,False,True,1,4.0,True,False,False,True,False,False,False,True,False
2022-05-31,2,900.0,2,False,False,2,3.0,True,False,False,True,False,False,False,True,False
2022-06-01,2,1200.0,2,True,False,0,3.0,False,True,False,False,False,True,False,True,False
2022-07-02,2,800.0,2,True,False,0,2.0,True,False,True,False,False,False,False,True,False
2022-06-18,2,700.0,2,False,True,0,1.0,False,True,True,False,False,False,False,True,False
2022-05-12,2,756.0,1,True,False,0,3.0,True,False,False,False,False,True,False,True,False
2022-05-23,3,1400.0,3,True,False,1,7.0,False,True,False,False,False,False,False,True,False
2022-05-25,2,1200.0,2,False,True,2,2.0,False,True,False,False,True,False,False,True,False
2022-04-30,1,600.0,2,False,True,2,2.0,False,True,False,False,True,False,False,True,False
2022-06-16,1,415.0,1,True,False,3,3.0,True,False,False,False,False,False,False,True,False
2022-06-29,2,800.0,2,False,True,0,3.0,False,True,False,False,True,False,False,True,False
2022-06-20,2,1200.0,2,True,False,3,4.0,False,True,False,False,False,False,False,True,False
2022-06-22,3,1600.0,3,False,False,9,16.0,True,False,False,False,False,False,True,True,False
2022-07-09,3,2400.0,4,True,False,5,14.0,True,False,False,False,False,False,False,True,False
2022-05-15,2,600.0,1,False,True,2,3.0,False,True,False,False,False,True,False,True,False
2022-06-20,2,1100.0,2,True,False,2,3.0,False,True,False,False,False,False,False,False,True
2022-07-06,3,1680.0,3,False,True,4,9.0,True,False,False,False,False,False,False,False,False
2022-06-04,1,450.0,2,False,True,10,18.0,True,False,False,False,False,False,True,False,False
2022-06-20,4,800.0,4,False,True,1,4.0,False,True,False,True,False,False,False,True,False
2022-05-05,3,1200.0,2,True,False,0,2.0,False,True,False,False,False,False,False,True,False
2022-06-12,2,103.0,2,False,True,2,4.0,False,True,False,False,True,False,False,True,False
2022-07-06,2,1135.0,2,True,False,3,5.0,False,True,False,False,True,False,False,True,False
2022-05-28,1,150.0,1,False,False,4,4.0,True,False,False,True,False,False,False,True,False
2022-05-22,2,1000.0,2,False,False,2,3.0,False,True,False,False,False,True,False,True,False
2022-05-18,2,450.0,1,True,False,3,4.0,True,False,False,True,False,False,False,True,False
2022-06-16,2,750.0,2,False,False,7,10.0,True,False,False,False,False,False,True,False,False
2022-06-24,2,900.0,2,True,False,2,4.0,True,False,True,False,False,False,False,True,False
2022-04-28,2,1000.0,2,True,False,0,2.0,True,False,False,False,True,False,False,False,False
2022-07-09,4,2079.0,5,True,False,4,58.0,True,False,False,False,False,False,True,True,False
2022-05-06,3,1950.0,3,True,False,0,3.0,False,True,False,False,True,False,False,True,False
2022-05-25,2,950.0,2,False,True,0,3.0,False,True,True,False,False,False,False,True,False
2022-05-12,2,1050.0,2,True,False,2,2.0,True,False,False,False,True,False,False,True,False
2022-07-10,3,3200.0,3,True,False,1,5.0,True,False,False,False,True,False,False,True,False
2022-05-20,2,550.0,2,False,True,1,4.0,False,True,False,False,True,False,False,True,False
2022-07-06,3,1500.0,2,True,False,23,34.0,True,False,False,False,True,False,False,False,True
2022-07-07,1,415.0,1,False,True,2,7.0,False,True,False,False,False,False,True,True,False
2022-05-25,2,1100.0,2,True,False,0,2.0,True,False,False,False,False,False,False,True,False
2022-05-05,2,75.0,2,False,False,2,4.0,False,True,False,True,False,False,False,True,False
2022-05-19,3,1152.0,3,True,False,10,14.0,True,False,True,False,False,False,False,False,True
2022-07-03,3,1150.0,3,False,True,2,4.0,True,False,False,True,False,False,False,True,False
2022-06-19,1,300.0,1,True,False,0,2.0,False,True,False,False,False,False,False,True,False
2022-04-29,2,50.0,1,False,True,1,2.0,False,True,False,True,False,False,False,True,False
2022-05-09,3,1800.0,3,False,False,2,3.0,False,True,False,True,False,False,False,True,False
2022-05-12,2,550.0,2,False,True,3,5.0,True,False,False,True,False,False,False,False,False
2022-05-23,3,2000.0,3,True,False,1,1.0,False,True,False,False,False,False,False,True,False
2022-06-30,1,200.0,1,False,False,0,2.0,False,True,False,True,False,False,False,False,False
2022-06-27,3,1550.0,3,False,True,1,4.0,False,True,False,False,True,False,False,True,False
2022-07-06,1,444.0,2,False,True,7,17.0,True,False,False,False,False,False,True,True,False
2022-07-06,2,1000.0,2,False,True,1,3.0,False,True,True,False,False,False,False,True,False
2022-04-30,2,450.0,1,False,True,1,2.0,True,False,True,False,False,False,False,True,False
2022-06-22,2,1200.0,3,False,True,0,2.0,False,True,False,False,True,False,False,True,False
2022-05-31,3,1680.0,3,True,False,4,15.0,True,False,False,False,False,False,False,False,False
2022-05-31,2,1100.0,2,True,False,1,3.0,False,True,False,False,False,False,False,True,False
2022-07-06,3,1100.0,1,True,False,1,4.0,True,False,False,False,True,False,False,True,False
2022-06-12,2,1130.0,2,False,True,0,4.0,False,True,False,False,False,False,False,False,True
2022-05-27,1,300.0,1,False,True,3,10.0,False,True,False,False,False,False,True,True,False
2022-07-06,2,950.0,2,False,True,0,1.0,False,True,False,False,True,False,False,False,True
2022-07-02,2,990.0,2,False,False,14,30.0,True,False,False,False,False,False,False,True,False
2022-06-04,2,400.0,1,False,True,2,4.0,True,False,False,True,False,False,False,False,False
2022-05-12,1,750.0,1,False,True,2,5.0,False,True,False,False,True,False,False,True,False
2022-07-06,2,900.0,1,True,False,1,1.0,True,False,False,False,False,False,False,True,False
2022-06-18,2,1100.0,2,False,False,1,7.0,False,True,False,False,True,False,False,True,False
2022-05-20,4,2400.0,4,False,True,1,3.0,True,False,True,False,False,False,False,True,False
2022-05-28,1,380.0,2,False,True,12,20.0,True,False,False,False,False,False,True,True,False
2022-07-11,2,550.0,2,False,True,0,1.0,False,True,True,False,False,False,False,True,False
2022-06-12,3,1265.0,3,False,True,10,28.0,True,False,False,False,False,False,True,False,True
2022-06-23,3,1050.0,3,False,False,5,7.0,True,False,False,False,False,False,True,True,False
2022-06-28,2,700.0,2,True,False,3,4.0,False,True,True,False,False,False,False,True,False
2022-06-04,2,980.0,2,False,False,3,4.0,False,True,False,False,False,False,False,False,True
2022-06-03,2,800.0,1,False,True,2,2.0,True,False,False,False,False,True,False,False,False
2022-06-01,2,950.0,1,False,True,0,2.0,False,True,False,False,False,True,False,True,False
2022-07-06,2,806.0,3,False,True,3,58.0,True,False,False,False,False,False,True,True,False
2022-06-11,4,4761.0,6,True,False,1,35.0,True,False,False,False,True,False,False,False,False
2022-06-27,3,1200.0,3,False,False,5,14.0,True,False,False,False,False,False,True,True,False
2022-06-28,3,1400.0,2,True,False,4,15.0,True,False,False,False,False,False,True,False,True
2022-05-12,4,3200.0,3,True,False,18,19.0,True,False,False,False,False,False,False,True,False
2022-05-31,2,630.0,1,False,True,0,3.0,True,False,False,False,False,True,False,False,False
2022-06-27,1,325.0,1,False,False,17,24.0,True,False,False,False,False,False,True,True,False
2022-06-02,2,717.0,2,True,False,1,3.0,False,True,True,False,False,False,False,True,False
2022-07-07,1,400.0,1,False,True,1,7.0,True,False,False,False,False,False,True,True,False
2022-06-02,3,2430.0,3,True,False,7,9.0,False,True,False,False,True,False,False,False,False
2022-06-06,2,900.0,2,True,False,27,45.0,True,False,False,False,False,False,True,True,False
2022-06-16,2,950.0,3,False,False,1,1.0,True,False,False,False,False,False,False,True,False
2022-06-24,1,270.0,1,True,False,1,2.0,True,False,False,False,False,True,False,True,False
2022-05-27,2,800.0,2,True,False,1,3.0,False,True,False,False,False,False,True,True,False
2022-07-02,3,950.0,3,False,True,0,2.0,True,False,True,False,False,False,False,False,False
2022-04-30,4,1300.0,3,False,True,1,2.0,False,True,False,False,False,True,False,True,False
2022-06-27,3,1350.0,3,False,False,8,16.0,True,False,False,False,False,False,True,True,False
2022-04-29,3,1000.0,2,False,True,1,4.0,False,True,False,True,False,False,False,True,False
2022-06-22,3,1567.0,3,False,False,3,4.0,True,False,True,False,False,False,False,True,False
2022-05-09,3,1800.0,3,False,False,1,5.0,True,False,False,False,True,False,False,True,False
2022-07-06,2,800.0,2,True,False,1,1.0,True,False,True,False,False,False,False,True,False
2022-06-18,3,1800.0,3,True,False,2,4.0,True,False,False,True,False,False,False,True,False
2022-05-22,1,700.0,1,True,False,4,4.0,False,True,False,False,True,False,False,True,False
2022-06-14,3,1840.0,2,True,False,5,14.0,True,False,False,False,False,False,False,True,False
2022-06-16,3,937.0,4,False,True,28,39.0,True,False,False,False,False,False,True,False,True
2022-07-09,3,1200.0,3,True,False,14,35.0,True,False,False,False,False,False,True,True,False
2022-07-04,3,1500.0,3,True,False,2,4.0,False,True,False,False,False,False,False,True,False
2022-06-25,4,1600.0,4,True,False,53,78.0,True,False,False,False,False,False,True,True,False
2022-04-29,3,2000.0,3,False,False,-2,3.0,True,False,False,False,True,False,False,False,False
2022-06-27,3,1158.0,2,True,False,2,4.0,True,False,True,False,False,False,False,True,False
2022-06-16,1,400.0,1,True,False,2,2.0,True,False,False,False,False,False,False,True,False
2022-05-19,3,850.0,2,True,False,19,30.0,True,False,False,False,False,False,True,True,False
2022-07-08,1,550.0,1,False,True,1,2.0,False,True,True,False,False,False,False,True,False
2022-05-27,3,1350.0,4,True,False,65,76.0,True,False,False,False,False,False,True,False,True
2022-05-25,1,700.0,1,False,True,1,2.0,False,True,False,False,False,True,False,True,False
2022-05-16,2,1000.0,1,True,False,1,3.0,False,True,False,False,False,True,False,True,False
2022-06-02,1,400.0,1,True,False,1,3.0,False,True,True,False,False,False,False,True,False
2022-07-06,2,840.0,2,True,False,0,3.0,False,True,True,False,False,False,False,True,False
2022-06-14,1,1200.0,1,False,False,3,5.0,True,False,False,False,False,False,False,False,False
2022-07-02,1,413.0,1,False,False,5,6.0,True,False,False,False,False,False,True,True,False
2022-05-10,1,60.0,1,False,False,1,5.0,False,True,False,True,False,False,False,True,False
2022-06-04,1,180.0,1,True,False,0,3.0,False,True,False,True,False,False,False,True,False
2022-04-30,1,800.0,1,False,True,1,2.0,False,True,True,False,False,False,False,False,True
2022-05-31,2,1200.0,2,True,False,1,5.0,True,False,False,False,False,False,False,False,False
2022-05-19,1,150.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False
2022-06-04,1,600.0,1,False,True,0,3.0,False,True,False,False,False,False,False,True,False
2022-06-13,1,550.0,2,False,False,7,10.0,True,False,False,False,False,False,True,True,False
2022-07-07,6,2400.0,4,False,True,0,1.0,False,True,False,False,True,False,False,False,True
2022-07-06,1,500.0,1,True,False,1,4.0,True,False,False,False,False,False,False,False,False
2022-05-10,1,400.0,1,True,False,2,3.0,False,True,False,True,False,False,False,True,False
2022-07-02,2,1350.0,2,True,False,8,14.0,False,True,False,False,True,False,False,False,False
2022-06-13,3,1500.0,2,False,False,5,6.0,False,True,False,False,True,False,False,True,False
2022-04-23,2,1000.0,2,False,True,0,2.0,False,True,False,False,False,True,False,True,False
2022-05-11,2,1100.0,2,True,False,2,3.0,False,True,False,False,False,False,False,True,False
2022-06-29,1,600.0,1,True,False,0,3.0,False,True,False,False,False,False,False,True,False
2022-07-10,3,1600.0,3,True,False,8,10.0,True,False,False,False,True,False,False,False,True
2022-06-18,2,400.0,1,False,True,3,,False,True,False,True,False,False,False,True,False
2022-05-23,2,50.0,1,False,False,2,5.0,False,True,False,True,False,False,False,True,False
2022-07-08,4,2317.0,4,False,True,10,12.0,False,True,True,False,False,False,False,True,False
2022-07-10,2,750.0,2,False,True,2,2.0,False,True,True,False,False,False,False,True,False
2022-05-26,3,950.0,3,False,True,7,12.0,True,False,False,False,False,False,True,False,True
2022-06-21,3,1700.0,3,True,False,5,5.0,False,True,False,False,True,False,False,True,False
2022-05-01,2,650.0,2,False,True,1,2.0,True,False,True,False,False,False,False,True,False
2022-06-27,4,1750.0,4,True,False,5,17.0,True,False,False,False,False,False,True,True,False
2022-06-03,1,550.0,2,False,False,6,8.0,True,False,False,False,False,False,True,True,False
2022-06-10,1,500.0,1,True,False,1,2.0,False,True,True,False,False,False,False,True,False
2022-07-07,1,420.0,1,True,False,2,5.0,True,False,False,False,False,False,False,True,False
2022-06-20,2,500.0,1,True,False,2,5.0,False,True,False,False,False,False,False,True,False
2022-06-28,3,1379.0,3,False,True,17,27.0,True,False,False,False,False,False,True,True,False
2022-06-18,3,900.0,2,True,False,3,4.0,True,False,False,True,False,False,False,True,False
2022-05-06,3,1170.0,2,True,False,0,3.0,False,True,True,False,False,False,False,True,False
2022-05-23,1,600.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False
2022-06-27,2,750.0,2,True,False,1,4.0,False,True,False,False,False,False,False,True,False
2022-07-06,2,670.0,2,False,True,5,17.0,True,False,False,False,False,False,True,False,False
2022-06-13,2,1080.0,2,True,False,3,5.0,True,False,False,False,True,False,False,True,False
2022-07-06,2,771.0,2,False,True,15,37.0,True,False,False,False,False,False,True,True,False
2022-06-09,3,1000.0,3,True,False,1,10.0,True,False,False,False,False,False,True,False,False
2022-06-04,1,600.0,1,True,False,5,24.0,False,True,False,False,False,False,True,True,False
2022-06-07,2,1250.0,2,True,False,1,2.0,False,True,True,False,False,False,False,False,True
2022-07-06,2,600.0,2,False,True,7,7.0,False,True,False,False,True,False,False,True,False
2022-05-27,3,1800.0,3,True,False,2,4.0,True,False,False,False,False,False,False,True,False
2022-07-10,3,2200.0,3,True,False,3,5.0,True,False,False,False,True,False,False,True,False
2022-07-06,2,950.0,2,False,False,4,4.0,False,True,False,False,True,False,False,True,False
2022-06-20,1,550.0,1,True,False,1,7.0,True,False,False,False,False,False,False,True,False
2022-06-13,2,1000.0,2,True,False,2,2.0,False,True,True,False,False,False,False,True,False
2022-07-07,2,825.0,2,False,True,12,13.0,False,True,False,False,False,False,True,True,False
2022-07-10,2,1150.0,2,True,False,5,11.0,True,False,True,False,False,False,False,True,False
2022-06-03,1,400.0,1,False,True,1,2.0,False,True,False,False,False,True,False,True,False
2022-05-12,1,55.0,1,False,True,0,3.0,False,True,False,True,False,False,False,True,False
2022-05-25,2,1250.0,2,False,False,1,1.0,False,True,False,False,True,False,False,True,False
2022-05-12,2,600.0,2,False,False,1,3.0,False,True,True,False,False,False,False,True,False
2022-06-30,2,650.0,2,False,True,3,7.0,True,False,False,False,False,False,True,True,False
2022-05-25,1,450.0,1,False,True,2,2.0,False,True,False,False,False,True,False,True,False
2022-05-17,2,900.0,2,False,True,0,2.0,True,False,False,False,False,True,False,False,False
2022-05-25,1,500.0,1,False,True,2,3.0,False,True,False,False,True,False,False,True,False
2022-06-12,2,1200.0,2,False,True,1,3.0,False,True,False,False,False,True,False,True,False
2022-05-19,3,1903.0,3,True,False,6,11.0,False,True,True,False,False,False,False,True,False
2022-05-27,1,400.0,1,True,False,1,5.0,False,True,False,False,False,False,False,True,False
2022-05-31,3,25.0,3,True,False,5,6.0,True,False,False,False,True,False,False,True,False
2022-06-04,3,1300.0,3,True,False,4,12.0,True,False,False,False,False,False,True,True,False
2022-04-29,4,1760.0,3,False,True,1,4.0,True,False,False,False,False,False,False,True,False
2022-04-29,2,130.0,1,False,True,0,3.0,False,True,False,True,False,False,False,True,False
2022-06-27,4,3800.0,4,True,False,1,1.0,True,False,False,False,True,False,False,True,False
2022-06-01,1,500.0,2,False,True,1,2.0,False,True,False,False,False,True,False,False,False
2022-07-01,1,580.0,1,False,True,3,3.0,False,True,True,False,False,False,False,True,False
2022-06-16,1,25.0,1,True,False,4,6.0,False,True,False,True,False,False,False,True,False
2022-06-17,2,900.0,1,True,False,0,3.0,False,True,False,False,False,True,False,True,False
2022-05-18,2,650.0,2,True,False,2,4.0,True,False,False,True,False,False,False,True,False
2022-07-09,2,661.0,2,True,False,17,36.0,True,False,False,False,False,False,True,True,False
2022-05-27,1,500.0,1,True,False,0,3.0,False,True,False,False,False,False,False,True,False
2022-05-05,1,500.0,1,False,True,0,2.0,True,False,False,False,False,True,False,True,False
2022-06-29,2,600.0,2,False,True,7,23.0,True,False,False,False,False,False,True,False,False
2022-05-14,1,425.0,2,False,True,5,7.0,True,False,False,False,False,False,True,True,False
2022-04-23,2,450.0,2,False,False,1,3.0,True,False,False,False,False,True,False,False,False
2022-06-21,2,550.0,1,False,True,0,2.0,False,True,False,False,False,True,False,True,False
2022-04-27,2,800.0,1,False,True,1,2.0,False,True,False,False,False,True,False,True,False
2022-06-04,2,1000.0,1,False,True,0,3.0,False,True,False,False,False,False,False,True,False
2022-05-23,2,700.0,2,False,False,3,9.0,True,False,False,False,False,False,True,False,False
2022-04-30,2,900.0,2,False,False,1,2.0,False,True,True,False,False,False,False,True,False
2022-07-07,2,650.0,2,True,False,10,12.0,True,False,False,False,False,False,True,True,False
2022-06-06,2,750.0,2,False,True,0,3.0,False,True,True,False,False,False,False,True,False
2022-06-04,3,1100.0,3,True,False,6,7.0,False,True,False,False,False,False,False,True,False
2022-07-06,3,1600.0,3,True,False,1,6.0,False,True,False,False,True,False,False,True,False
2022-07-09,1,585.0,2,True,False,10,14.0,False,True,False,False,False,False,True,True,False
2022-07-06,2,750.0,2,False,False,1,5.0,True,False,True,False,False,False,False,False,True
2022-06-20,1,650.0,1,True,False,4,4.0,True,False,False,False,False,False,False,False,False
2022-05-10,2,1450.0,2,True,False,0,2.0,False,True,False,False,True,False,False,True,False
2022-06-19,2,600.0,1,True,False,0,3.0,True,False,False,False,False,True,False,True,False
2022-06-04,2,900.0,2,True,False,0,9.0,False,True,False,True,False,False,False,True,False
2022-05-25,2,890.0,2,False,True,7,19.0,True,False,False,False,False,False,True,False,False
2022-06-05,1,300.0,1,False,True,0,1.0,False,True,True,False,False,False,False,True,False
2022-07-04,1,433.0,2,False,True,2,7.0,True,False,False,False,False,False,True,False,False
2022-06-30,1,350.0,1,False,True,0,2.0,True,False,False,False,False,True,False,True,False
2022-06-20,2,700.0,1,False,True,0,1.0,False,True,False,True,False,False,False,False,False
2022-06-12,2,650.0,2,False,False,8,16.0,True,False,False,False,False,False,True,False,False
2022-06-16,4,2100.0,5,False,False,21,33.0,True,False,False,False,False,False,True,False,True
2022-07-06,3,2700.0,3,True,False,2,5.0,True,False,False,False,True,False,False,True,False
2022-06-01,3,1286.0,2,False,False,1,1.0,True,False,False,False,False,True,False,True,False
2022-06-29,1,1300.0,2,False,False,0,2.0,False,True,True,False,False,False,False,False,False
2022-06-02,1,500.0,1,False,True,3,3.0,False,True,False,True,False,False,False,True,False
2022-06-15,1,575.0,1,True,False,1,9.0,True,False,False,False,False,False,True,False,True
2022-05-24,1,550.0,1,False,True,1,1.0,False,True,True,False,False,False,False,True,False
2022-05-06,2,990.0,2,False,True,0,1.0,False,True,False,False,True,False,False,False,False
2022-07-04,3,1200.0,2,True,False,1,4.0,False,True,False,True,False,False,False,True,False
2022-06-10,2,900.0,2,True,False,1,2.0,True,False,False,False,False,True,False,False,False
2022-06-21,2,700.0,2,False,True,2,3.0,False,True,False,False,False,True,False,False,False
2022-05-16,2,1050.0,2,False,True,2,3.0,False,True,False,False,True,False,False,True,False
2022-06-08,2,950.0,2,False,True,1,1.0,True,False,False,False,False,True,False,False,False
